Id,CustomerId,EmployeeId,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
21734,FRANS,3,02/08/2015 00:46:58,2015-03-02 14:38:54,2015-02-28 23:42:56,3,0x3636,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
21735,QUICK,9,01/26/2015 08:44:28,2015-01-29 20:59:50,2015-01-26 13:03:20,2,0x313539,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA
21736,FAMIA,6,03/11/2015 22:41:43,2015-04-05 23:45:04,2015-03-15 23:09:14,1,0x343731,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
21737,GROSR,3,08/09/2012 05:53:02,2012-08-25 22:23:45,2012-08-09 07:25:46,1,0x3238362E3735,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
21738,WANDK,4,11/03/2014 09:06:07,2014-12-16 10:52:46,2014-11-23 13:38:37,2,0x3333372E35,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA
21739,MEREP,2,08/08/2013 17:19:36,2013-08-15 18:01:19,2013-08-10 23:36:34,1,0x3232342E3735,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
21740,AROUT,3,07/01/2013 08:23:58,2013-07-08 10:53:32,2013-07-09 19:03:34,2,0x353038,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA
21741,RICAR,2,07/17/2015 13:29:36,2015-07-20 03:51:49,2015-07-21 13:25:44,2,0x3138342E3735,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
21742,LAZYK,7,05/11/2014 03:51:20,2014-06-23 16:00:40,2014-05-21 09:31:59,3,0x343337,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA
21743,GODOS,4,03/07/2014 15:49:09,2014-03-19 13:27:03,2014-03-16 15:17:11,2,0x3436342E3235,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
21744,NORTS,6,11/05/2013 09:47:52,2013-11-10 09:09:32,2013-11-10 21:42:28,3,0x313238,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
21745,HANAR,9,09/25/2013 19:55:10,2013-09-28 14:09:02,2013-10-13 01:07:30,3,0x3238382E35,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
21746,BERGS,6,06/02/2014 03:53:39,2014-06-20 08:49:05,2014-06-11 03:17:48,3,0x3330302E3735,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
21747,EASTC,1,01/25/2015 22:46:09,2015-01-27 16:15:30,2015-02-04 06:59:58,3,0x333432,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
21748,CHOPS,7,04/14/2015 14:59:07,2015-04-19 20:15:13,2015-04-18 17:49:37,1,0x3436,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal
21749,LEHMS,1,04/08/2014 09:32:01,2014-04-19 21:46:40,2014-04-08 22:18:25,1,0x3234342E3235,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA
21750,HUNGC,5,11/13/2012 17:36:38,2012-12-31 15:19:45,2012-11-30 03:27:34,2,0x34382E3235,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
21751,THECR,7,01/30/2016 23:32:56,2016-02-17 13:13:02,2016-02-01 19:48:45,3,0x3432392E3235,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
21752,LETSS,3,11/06/2012 15:03:32,2012-11-20 15:29:27,2012-11-26 13:36:26,3,0x3134362E35,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
21753,TRADH,8,02/14/2014 04:17:20,2014-03-19 10:08:18,2014-02-17 20:10:22,1,0x3332352E35,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
21754,QUICK,1,12/06/2014 14:27:01,2014-12-09 08:26:32,2014-12-06 22:46:54,3,0x3230,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
21755,LAUGB,3,07/18/2015 11:06:18,2015-08-03 21:58:04,2015-07-20 07:52:11,2,0x3739,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
21756,LINOD,4,11/23/2015 20:35:30,2015-12-08 22:36:34,2015-11-29 19:01:45,1,0x343734,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
21757,LACOR,8,09/06/2012 20:15:43,2012-09-16 14:41:59,2012-09-07 06:35:34,1,0x3131312E3735,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
21758,GODOS,5,07/15/2014 14:28:31,2014-08-17 14:08:34,2014-07-23 17:25:37,2,0x3237332E3735,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
21759,TRADH,4,05/27/2014 01:40:42,2014-06-08 14:28:17,2014-05-31 16:15:23,1,0x323733,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
21760,FRANS,4,12/14/2012 16:29:50,2012-12-28 16:38:46,2012-12-17 14:19:10,1,0x36332E35,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
21761,VAFFE,8,02/03/2016 13:53:15,2016-02-23 12:16:03,2016-02-06 23:10:24,2,0x3335322E3735,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
21762,MEREP,1,04/24/2014 13:58:06,2014-05-06 19:47:56,2014-04-28 12:52:00,1,0x313839,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
21763,SAVEA,6,02/05/2015 06:57:10,2015-02-19 12:46:36,2015-02-07 03:01:24,2,0x3337312E35,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
21764,SAVEA,2,02/10/2015 20:34:19,2015-03-05 01:00:26,2015-02-16 03:52:41,2,0x3139302E35,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
21765,LAZYK,1,03/09/2013 14:10:35,2013-03-22 08:33:28,2013-03-11 00:17:50,2,0x37302E3235,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA
21766,BLAUS,1,06/02/2014 04:28:04,2014-06-27 20:59:39,2014-06-07 15:26:46,1,0x36382E3735,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
21767,LEHMS,9,05/10/2013 22:21:55,2013-06-08 14:00:08,2013-05-18 04:26:18,2,0x3338302E35,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
21768,PERIC,6,09/20/2015 03:56:39,2015-09-22 10:53:55,2015-10-01 15:51:28,3,0x3231392E35,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
21769,BERGS,5,05/15/2013 04:54:10,2013-06-01 19:42:16,2013-06-08 18:42:41,1,0x333936,Alfred's Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
21770,OTTIK,7,11/25/2015 17:38:42,2015-11-30 16:20:20,2015-12-06 11:45:40,1,0x333130,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
21771,RICAR,1,11/10/2014 07:35:58,2014-11-16 19:31:42,2014-12-01 17:35:51,2,0x3337392E3735,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
21772,ANTON,2,08/15/2013 12:26:22,2013-09-02 00:03:30,2013-08-17 23:12:08,1,0x313831,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
21773,ANATR,8,02/17/2016 15:57:24,2016-02-29 03:24:24,2016-02-20 14:08:45,2,0x35382E3235,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
21774,HUNGC,4,12/30/2012 04:24:51,2013-01-06 13:40:09,2013-01-01 06:19:52,3,0x313433,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
21775,PICCO,3,05/10/2015 08:56:25,2015-05-22 18:48:37,2015-05-18 02:22:20,3,0x3334302E3235,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,05033,Mexico
21776,MORGK,8,11/07/2013 15:55:20,2013-11-16 22:27:01,2013-12-02 18:04:11,2,0x39312E35,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
21777,LAUGB,9,10/07/2012 08:01:08,2012-11-09 20:54:09,2012-10-11 15:18:54,3,0x3430302E35,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
21778,WOLZA,2,10/16/2013 21:04:49,2013-11-01 19:54:34,2013-10-18 19:24:54,1,0x313134,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
21779,WOLZA,1,07/04/2015 05:16:49,2015-07-22 15:55:04,2015-07-17 01:43:49,1,0x3532332E3235,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
21780,FAMIA,7,06/07/2013 14:40:14,2013-06-28 16:03:23,2013-06-09 17:21:52,2,0x343234,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
21781,AROUT,7,01/05/2013 19:19:02,2013-02-03 14:49:28,2013-01-12 11:14:46,2,0x3135322E35,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
21782,WOLZA,4,04/05/2014 19:04:18,2014-04-17 05:47:15,2014-04-18 07:55:36,1,0x3138392E35,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
21783,GREAL,1,04/27/2014 13:10:44,2014-05-28 22:05:22,2014-04-29 14:41:40,1,0x3234342E3735,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal
21784,QUICK,8,12/19/2013 05:08:02,2013-12-19 08:59:34,2014-01-04 20:01:39,1,0x3135342E35,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
21785,FRANK,2,07/24/2012 12:13:48,2012-07-29 19:05:21,2012-07-29 17:03:59,3,0x3734,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
21786,FRANK,6,06/28/2013 14:29:20,2013-07-22 06:30:48,2013-07-11 02:47:27,1,0x3132342E3735,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
21787,HANAR,3,06/21/2015 03:57:37,2015-07-23 02:18:17,2015-06-24 01:56:23,3,0x3336332E3735,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
21788,ANATR,8,09/21/2012 19:46:02,2012-10-02 11:45:20,2012-10-05 06:44:21,1,0x3331372E3235,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
21789,SPECD,2,05/15/2015 14:34:38,2015-06-10 04:23:38,2015-05-27 07:40:51,2,0x3139392E35,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
21790,QUICK,2,07/13/2013 07:37:11,2013-07-20 03:13:53,2013-07-25 17:19:04,1,0x333730,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
21791,HANAR,1,06/26/2015 11:01:44,2015-07-31 09:49:48,2015-06-26 23:47:02,3,0x32332E3235,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,Western Europe,51100,France
21792,ANATR,3,07/19/2015 18:23:08,2015-08-14 06:39:28,2015-08-04 08:42:47,1,0x313438,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy
21793,FURIB,2,01/28/2013 04:20:24,2013-03-04 09:58:57,2013-01-28 23:26:38,1,0x3236332E3235,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
21794,ANTON,4,10/09/2013 03:09:33,2013-11-15 18:59:20,2013-10-10 18:17:26,3,0x3334382E3735,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
21795,GREAL,7,04/02/2014 08:01:42,2014-05-04 23:27:30,2014-04-03 11:14:47,2,0x3137332E3735,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
21796,CACTU,6,10/27/2014 19:36:00,2014-11-10 03:25:47,2014-10-28 22:46:37,2,0x3334352E35,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
21797,FRANK,6,12/08/2015 03:22:55,2016-01-06 18:42:28,2015-12-10 19:15:54,2,0x3430322E3235,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
21798,OTTIK,5,02/12/2014 03:33:07,2014-03-27 20:05:34,2014-03-08 23:35:43,2,0x3436322E35,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
21799,BONAP,1,04/25/2015 22:33:01,2015-05-02 12:07:22,2015-04-26 11:44:39,3,0x3233322E3735,La corne d'abondance,"67, avenue de l'Europe",Versailles,Western Europe,78000,France
21800,ERNSH,3,04/18/2015 06:27:56,2015-04-24 01:25:45,2015-05-10 11:24:53,1,0x3233342E3735,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
21801,BLONP,7,04/11/2015 05:32:12,2015-04-20 03:59:14,2015-04-29 08:26:59,1,0x313433,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela
21802,BOTTM,3,10/12/2014 01:49:57,2014-10-14 13:45:17,2014-10-16 03:00:51,1,0x313731,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
21803,RATTC,9,01/19/2015 09:00:35,2015-02-05 14:15:42,2015-01-20 06:26:38,3,0x3235392E35,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
21804,RICAR,5,10/16/2012 01:26:06,2012-11-05 04:45:09,2012-10-31 09:34:30,3,0x3139332E3235,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
21805,ERNSH,9,02/17/2014 12:17:01,2014-02-18 00:02:33,2014-02-25 04:42:02,3,0x3435312E3235,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA
21806,SPLIR,9,06/08/2014 07:45:51,2014-08-01 08:52:48,2014-06-09 19:57:49,3,0x3132322E3235,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
21807,RATTC,3,06/06/2013 04:00:52,2013-06-09 03:16:29,2013-06-11 20:42:32,2,0x3435392E35,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
21808,HUNGO,3,03/27/2013 11:38:38,2013-04-20 20:09:36,2013-03-31 06:58:55,3,0x34382E35,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
21809,MAGAA,2,04/14/2015 10:07:28,2015-06-04 02:45:35,2015-05-09 07:30:03,1,0x3538,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
21810,PARIS,4,03/27/2014 20:57:55,2014-04-20 07:01:06,2014-03-31 10:20:33,2,0x3338332E35,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
21811,THEBI,5,10/27/2013 05:18:15,2013-10-28 20:42:31,2013-11-06 07:59:10,2,0x3435382E3735,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
21812,PICCO,6,09/06/2013 08:05:34,2013-10-04 16:15:56,2013-09-07 22:25:37,1,0x3132332E3235,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK
21813,PICCO,1,08/03/2013 19:04:26,2013-08-26 07:19:26,2013-08-11 06:55:45,2,0x3336332E35,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,75016,France
21814,COMMI,9,11/26/2014 03:48:56,2014-12-02 06:17:36,2014-11-27 04:53:45,3,0x3232302E3235,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
21815,WELLI,2,10/29/2015 15:47:47,2015-11-29 10:11:02,2015-11-04 17:58:31,2,0x3335352E3235,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
21816,OTTIK,7,07/11/2013 17:11:26,2013-07-17 01:38:33,2013-07-24 16:39:52,2,0x313433,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
21817,CENTC,7,08/10/2012 08:39:45,2012-08-16 00:49:59,2012-08-14 13:32:11,1,0x38362E3235,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
21818,GREAL,4,04/06/2013 14:43:42,2013-05-11 05:18:11,2013-04-07 16:43:56,3,0x343830,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
21819,FRANK,9,10/31/2013 19:16:40,2013-11-05 12:58:33,2013-11-04 05:03:58,2,0x3331352E3235,Alfred's Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
21820,NORTS,4,03/04/2015 05:46:23,2015-03-11 02:21:56,2015-03-09 00:24:53,2,0x3136392E3235,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
21821,LAMAI,9,03/25/2015 14:00:30,2015-03-27 02:20:21,2015-03-31 00:45:33,3,0x3332372E3735,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
21822,QUEEN,8,05/28/2013 04:53:20,2013-05-31 05:20:37,2013-05-28 15:46:54,2,0x3138352E35,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
21823,FAMIA,1,04/13/2014 02:53:29,2014-04-24 23:36:57,2014-04-13 15:24:51,1,0x37312E3735,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
21824,ALFKI,7,11/10/2012 04:59:32,2012-11-11 12:29:55,2012-11-21 09:50:41,2,0x323331,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal
21825,LAUGB,3,11/24/2014 07:43:49,2014-12-17 07:33:14,2014-12-03 17:47:09,1,0x39302E35,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
21826,SEVES,9,07/18/2014 17:39:40,2014-08-06 09:17:17,2014-08-03 14:46:53,3,0x3331342E35,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
21827,PERIC,1,04/08/2013 23:15:00,2013-04-11 15:27:15,2013-04-14 11:05:14,2,0x3335352E3735,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
21828,VAFFE,2,03/08/2013 22:24:47,2013-04-20 05:29:02,2013-03-11 17:46:34,2,0x333432,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA
21829,NORTS,6,08/26/2012 15:40:32,2012-09-22 02:33:51,2012-09-01 10:31:14,1,0x3138392E3235,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA
21830,CONSH,3,01/25/2014 10:41:46,2014-02-04 00:07:48,2014-02-02 21:58:39,1,0x3531332E3235,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France
21831,SPLIR,2,04/23/2015 16:44:32,2015-05-05 09:57:51,2015-05-08 03:48:44,2,0x3133342E3735,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
21832,RICSU,5,11/01/2013 16:34:10,2013-11-07 03:54:06,2013-11-22 17:36:37,2,0x3231372E3235,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
21833,LAMAI,5,12/26/2012 14:48:09,2013-01-18 14:41:24,2012-12-31 10:13:44,2,0x3233382E3735,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
21834,SANTG,2,03/18/2014 04:44:14,2014-04-27 03:05:24,2014-04-12 19:16:26,2,0x35342E35,La corne d'abondance,"67, avenue de l'Europe",Versailles,Western Europe,78000,France
21835,NORTS,2,06/02/2015 23:53:43,2015-06-21 10:01:35,2015-06-10 22:10:28,1,0x333136,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
21836,FRANR,2,09/17/2015 10:17:23,2015-09-20 19:08:01,2015-09-20 17:14:11,3,0x3330372E3235,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
21837,ISLAT,3,11/26/2015 18:32:46,2015-12-04 07:23:50,2015-11-27 13:22:37,3,0x3235322E3235,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
21838,FRANS,4,01/30/2015 15:47:30,2015-02-10 05:58:41,2015-01-31 01:21:37,3,0x36362E35,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
21839,CHOPS,9,07/07/2015 02:17:31,2015-07-29 09:48:32,2015-07-07 02:39:30,1,0x3132362E35,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,75016,France
21840,VAFFE,1,06/30/2014 14:49:26,2014-07-16 03:24:48,2014-07-14 17:35:57,2,0x313134,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
21841,RANCH,8,09/15/2012 13:16:08,2012-11-02 11:39:10,2012-10-03 03:18:56,3,0x3236372E3735,Alfred's Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
21842,LAMAI,8,07/16/2015 01:52:41,2015-08-09 05:21:45,2015-07-19 11:40:14,1,0x3237392E3235,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
21843,QUEDE,1,01/03/2015 08:30:33,2015-01-12 10:16:14,2015-01-07 22:50:35,2,0x3331392E3235,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
21844,OLDWO,9,01/11/2013 19:26:08,2013-01-27 16:57:07,2013-01-22 22:01:34,3,0x3138382E3735,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,Western Europe,51100,France
21845,WHITC,2,11/18/2014 12:48:22,2014-11-24 16:59:53,2014-11-20 13:22:39,3,0x323934,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
21846,FAMIA,4,09/18/2012 07:35:23,2012-09-22 01:08:33,2012-09-26 05:48:00,1,0x3330302E3235,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal
21847,GODOS,6,04/24/2015 06:44:17,2015-04-26 11:31:33,2015-04-26 00:33:23,2,0x3133372E3235,Alfred's Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
21848,LINOD,9,08/03/2012 16:06:11,2012-08-07 08:03:10,2012-08-12 15:37:54,2,0x3431322E35,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA
21849,QUEDE,1,08/03/2012 10:40:42,2012-08-17 15:07:27,2012-08-05 09:26:13,1,0x3238312E3235,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
21850,SIMOB,7,12/10/2015 01:38:23,2016-01-16 17:13:32,2015-12-10 06:49:19,3,0x3132342E3235,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
21851,GOURL,9,08/22/2014 02:57:16,2014-08-27 16:36:53,2014-08-28 00:28:33,3,0x3334342E3235,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
21852,SEVES,9,02/15/2014 22:29:16,2014-02-28 04:45:31,2014-02-19 10:14:59,3,0x323739,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
21853,FOLIG,3,08/10/2015 11:56:35,2015-08-22 12:27:50,2015-08-24 12:38:28,2,0x3336382E3235,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
21854,TOMSP,7,09/19/2012 14:26:43,2012-09-27 04:05:31,2012-10-12 20:56:24,1,0x3131322E3735,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
21855,BOTTM,7,01/28/2013 18:51:56,2013-03-11 12:59:42,2013-02-09 00:23:11,1,0x313838,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
21856,GALED,5,06/01/2015 03:05:26,2015-06-09 09:22:30,2015-06-11 23:34:15,2,0x3136352E35,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
21857,QUEEN,2,12/30/2013 18:20:42,2014-01-11 12:43:53,2014-01-02 09:10:50,2,0x3130322E35,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
21858,WANDK,3,04/01/2013 09:20:27,2013-04-04 18:00:19,2013-04-17 14:01:58,1,0x3136392E3735,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
21859,ROMEY,6,04/01/2014 04:19:52,2014-04-09 23:58:01,2014-04-04 18:09:30,3,0x3335382E35,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
21860,LEHMS,9,07/14/2013 06:37:18,2013-08-16 04:33:36,2013-07-16 00:33:52,3,0x3137322E35,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
21861,SIMOB,3,01/26/2015 01:59:24,2015-02-24 10:19:40,2015-01-26 20:20:11,1,0x31302E3735,La corne d'abondance,"67, avenue de l'Europe",Versailles,Western Europe,78000,France
21862,SAVEA,7,11/13/2015 00:02:35,2015-12-07 10:36:23,2015-11-13 10:10:20,2,0x3132332E35,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
21863,OTTIK,5,11/12/2014 09:54:10,2014-11-19 19:14:37,2014-12-02 07:37:26,3,0x333039,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA
21864,LAZYK,1,09/01/2012 11:16:04,2012-09-09 22:12:14,2012-09-14 05:04:02,3,0x3233372E35,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
21865,FISSA,9,11/02/2014 03:28:38,2014-11-21 07:10:48,2014-11-04 04:29:35,3,0x323636,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
21866,WOLZA,3,01/09/2014 00:02:21,2014-02-12 19:10:01,2014-01-10 04:07:00,3,0x323635,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
21867,VINET,4,11/04/2015 15:02:02,2015-11-30 02:20:27,2015-11-15 22:31:19,1,0x3330352E3235,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico
21868,ERNSH,5,12/11/2012 02:43:51,2012-12-20 21:11:37,2012-12-16 12:51:55,2,0x38332E3235,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
21869,COMMI,3,08/01/2012 05:25:13,2012-08-19 05:13:01,2012-08-01 19:20:29,3,0x39372E35,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
21870,CENTC,7,05/25/2014 16:00:41,2014-05-29 21:49:50,2014-05-30 09:50:33,3,0x3232342E35,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France
21871,COMMI,5,07/18/2015 12:44:23,2015-07-28 11:31:32,2015-07-24 10:35:38,1,0x333439,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
